,Product,Minimum_price,Maximum_price2,Shipping_cost
4777,Samsung Galaxy Express i8730 3G WIFI 8GB ROM 1GB RAM Original Dual Core Unlocked,66.84,66.84,ree s
4778,Samsung Exhibit SGH-T759 - Violet (T-Mobile) Smartphone.Fast Shipping.,37.5,37.5,32.12
4779,ORIGINAL CHEAP SENIOR RETRO SPARE EMERGENCY SAMSUNG X640 UNLOCKED,45.57,45.57,17.72
4780,"Original Samsung C3010 2"" Unlocked 0.3MP SIM Mobile Phone Bluetooth Mp3 FM Radio",52.12,52.12,ree s
4781,New ListingSamsung Galaxy Note 20 5G SM-N981U 128GB Unlocked AT&T T-Mobile Verizon 7573178,238.0,238.0,33.08
4782,"5"" Samsung GALAXY Grand Prime SM-G5308W8GB 8MP Original Android GPS Smartphone",80.74,80.74,ree s
4783,SAMSUNG SGH T629 SIM  UNLOCKED 1.3 MP Camera T-Mobile,37.89,37.89,34.00
4784,Samsung Galaxy Z Flip3 5G SM-F711B 256GB Cream - Folding Function Irregular,66.97,66.97, 
4785,SAMSUNG GALAXY A33 5G 128GB 6 GB RAM UNLOCKED NEW ANDROID SMART PHONE,454.4,454.4,36.09
4786,Samsung Galaxy Grand Max G7200 Dual SIM 16GB ROM 1.5GB RAM Android Phone,71.59,71.59,ree s
4787,"Samsung Galaxy A21 SM-A215U 32GB LTE 6.5"" Smartphone (TracFone Only) - Open Box",105.0,105.0,29.93
4788,Brrand New Sealed Samsung Galaxy Reverb M950 - Black (Virgin Mobile)  smartphone,15.0,15.0,37.27
4789,Samsung Galaxy S20+ 5G Duos SM-G986U Sprint Unlocked 128GB Blue C Heavy Burn,149.99,149.99,30.49
4790,Samsung SGH-Z230 (Orange) Silver Cell Phone GSM 3G,63.74,63.74,66.80
4791,Samsung Galaxy S20 5G SM-G981V Factory Unlocked 128GB Cosmic Gray C Medium Burn,164.99,164.99,30.93
4792,Verizon Wireless Get It Now Camera Phone Used Samsung SCH-a850,18.0,18.0,27.37
4793,2 x Samsung Galaxy Centura (Tracfones)  SCH-S738C(GP),20.0,20.0,37.60
4794,For Samsung Galaxy Note 9 Full Curved Tempered Glass LCD Screen Protector Clear,7.58,7.58,12.66
4795,Samsung Galaxy S10+ SM-G975U Factory Unlocked 128GB Prism Black C Heavy Burn,145.0,145.0,30.34
4796,Samsung P6810 Galaxy Tab 7.7 16GB ROM 1GB RAMCPU Tablet PC Dual-core Android,80.85,80.85,ree s
4797,Samsung Galaxy On5 2016 (J5 Prime) G5700 Dual SIM 32GB Android 4G LTE SmartPhone,90.66,90.66,ree s
4798,oficial best new Used Samsung Galaxy S21 5G Unlocked 8GB 256GB grey With packing,369.0,369.0,ree s
4799,For Samsung Galaxy S21 Ultra 5G Tempered Glass Screen Protector Case Friendly,10.11,10.11,12.66
4800,New ListingSamsung Galaxy S21 5G SM-G991U1 128GB Unlocked AT&T T-Mobile Verizon GSM 7573009,217.0,217.0,33.24
4801,Samsung Galaxy S10 128GB Verizon Prism Black SMG973UZKV Works READ DESCRIPTION,120.99,120.99,39.10
4802,Samsung Galaxy J2 J260 4G LTE Smart Phone UNLOCKED Tello T-MOBILE Ultra *A GRADE,31.32,43.92,36.94
4803,"Original Samsung G400 Soul 2.2"" 5MP 3G HSDPA 2100 Flip Phone",48.99,48.99,18.00
4804,Samsung Galaxy S9 SM-G960 - 64GB - BLACK (FULLY Unlocked) NEW CONDITION.,148.0,148.0,30.43
4805,SAMSUNG SGH-A300 SILVER ORIGINAL EDITION UNIQUE + COMPLETE ACCESSORY BOX,280.84,280.84,41.04
4806,Samsung SM-S926BZYGEUE?AT - 512GB - Yellow Mobile Phone,1655.95,1655.95,48.61
4807,SAMSUNG SGH D830 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,86.41,86.41,16.19
4808,Samsung Galaxy S20 5G SM-G981V 128GB White Verizon Unlocked,169.99,169.99,31.08
4809,Samsung Xcover GT-B2710 16GB Black (without Simlock) 100% Original! New!,213.79,213.79,48.61
4810,Original Samsung Galaxy C7 Pro C7010 4GB RAM 64GB ROM Phone Android Unlocked,106.66,106.66,ree s
4811,Samsung GT - S3550 + FREE SHIPPING,50.0,50.0,ree s
4812,UNLOCKED / AT&T T-Mobile / Samsung Galaxy A03s A037U 4G LTE Smart Phone *READ*,53.91,53.91,37.60
4813,Samsung Jitterbug Smart2 (Unlocked) No-Contract Easy-to-Use Black Cellular Phone,60.0,60.0,28.60
4814,Samsung GT-E1270 WHITE Free All Companies World Spain,37.81,37.81,10.80
4815,Unlocked 3G Samsung Galaxy Grand Neo Plus DUOS i9060 I9060C 8GB GSM Smartphone,64.84,64.84,ree s
4816,Almost New C Samsung Galaxy S20+ S20 Plus 5G G986U1 6.7 128/256/512GB ROM 12GB R,487.61,623.14,ree s
4817,Large Mixed Lot Cell Phones Used Parts Flip Samsung Verizon LG NEC Motorola,64.0,64.0,76.70
4818,Samsung Galaxy S9 SM-G960F - 64GB - BLACK (Unlocked) Smartphone Pristine UK,202.46,202.46,37.97
4819,"Total Wireless Samsung Galaxy A11, 6.4"" HD+, 4G LTE, 32GB, Prepaid - SEALED",79.99,79.99,36.50
4820,OPEN BOX Samsung Galaxy A14 5G SM-A146U 64GB Black T-Mobile/Sprint/Metro Locked,139.95,139.95,30.19
4821,"Samsung Galaxy A71 5G 128GB (GSM Unlocked) 6.6"" 6GB RAM Black Smartphone - Good",135.0,135.0,30.82
4822,New ListingSamsung Galaxy S21 5G SM-G991U 256GB Unlocked AT&T T-Mobile Verizon GSM 7570111,232.0,232.0,32.91
4823,New ListingSamsung Galaxy S21 Ultra 5G G998U 128GB Unlocked AT&T T-Mobile Verizon 7573714,350.0,350.0,37.16
4824,Dual Sim Samsung Galaxy J7 (2017) J730F/DS 13MP J730F Smartphone 3GB RAM 16GB,100.66,100.66,ree s
4825,Samsung Galaxy Grand Max G7200 Dual SIM 16GB ROM 1.5GB RAM Android Phone,71.59,71.59,ree s
4826,Samsung Galaxy A21 A215U Single SIM 32GB 3GB RAM Android Phone Octa-core CPU,118.89,118.89,ree s
4827,Samsung Galaxy Z Flip3 5G SM-F711U - 128GB - Phantom Black (Verizon),350.0,350.0,36.50
4828,Samsung Galaxy Note 10+ 5G N976V Verizon Unlocked 256GB Glow C Medium Burn,209.99,209.99,32.26
4829,UNLOCKED / AT&T T-Mobile / Samsung Galaxy A03s A037U 4G LTE Smart Phone *READ*,53.91,53.91,37.60
4830,Samsung Galaxy S10+ SM-G975U1 Factory unlocked Unlocked 128GB Prism Black C,159.99,159.99,30.78
4831,Samsung Galaxy S8 SM-G950U - 64GB - Orchid Gray CRACKED AS IS PHONES,120.0,120.0,30.37
4832,Samsung Galaxy S20 5G 128GB Gray (Unlocked) - Very Good,229.0,229.0,32.82
4833,AT&T Samsung Galaxy A51 5G (SM-A516U) 128GB Black Smartphone - Good,159.0,159.0,31.52
4834,Samsung Jitterbug Smart2 (Unlocked) No-Contract Easy-to-Use Black Cellular Phone,60.0,60.0,28.60
4835,Samsung GT-E1270 WHITE Free All Companies World Spain,37.81,37.81,10.80
4836,Unlocked 3G Samsung Galaxy Grand Neo Plus DUOS i9060 I9060C 8GB GSM Smartphone,64.84,64.84,ree s
4837,Samsung Galaxy S20 Ultra 5G 128GB SM-G988U1 (Unlocked) GSM Mint Condition,315.0,315.0,36.13
4838,Samsung Galaxy A71 5G SM-A716U 128GB Black Only AT&T Android - Excellent,170.0,170.0,31.08
4839,"Samsung Galaxy A6+(2018) A605 32GB HD+ 6"" 16MP Octa-Core Android Phone CN FShip",239.05,239.05,42.00
4840,Samsung Galaxy A05 Android Unlocked GSM 128GB /4GB INT'L VERS  Cell Phone GRN,129.97,129.97,29.90
4841,3 pieces Samsung x830 sold as part or repair,35.0,35.0,18.00
4842,Samsung Galaxy S5 SM-G900T - 16GB - Black (T-Mobile) Unlocked Smartphone,55.39,55.39,27.70
4843,New ListingSamsung Galaxy S21 G991U1 128GB Unlocked AT&T T-Mobile Verizon Very Good 7574418,257.0,257.0,34.42
4844,Samsung Galaxy S20 FE 5G G781U1 Factory Unlocked 128GB Navy Good Light Burn,159.99,159.99,30.78
4845,Samsung Galaxy Centura SCH-S738C - 4GB - Smartphone for parts or not working,15.0,15.0,31.25
4846,"Samsung Galaxy A51 5G UW (Verizon) 6.5"" SM-A516V 128GB 6GB RAM Blue - GOOD",129.0,129.0,30.64
4847,Samsung Galaxy A12 - 32GB - Factory Unlocked - Very Good Condition,129.99,129.99,30.67
4848,SAMSUNG GALAXY A03S BRAND NEW SEALED T-MOBILE VERSION,78.99,78.99,38.01
4849,For Samsung Galaxy S23 S22 Ultra Shockproof Rugged Case Cover Tempered Glass,11.39,14.99,26.42
4850,New ListingSamsung Galaxy S22+ 5G 256GB Green - Unlocked AT&T T-Mobile Verizon 7573065,368.0,368.0,36.92
4851,SAMSUNG SGH X105 T MOBILE DUALBAND BLUE CELL PHONE,16.49,16.49,39.30
4852,Samsung Galaxy Z Flip 3 5G F711U Verizon Unlocked 256GB Black C Crease,269.99,269.99,34.03
4853,4.5“ Samsung Galaxy Core Prime SM-G360T 8GB 4G LTE Android Smartphone,68.29,68.29,ree s
4854,"Samsung C3520 Flip GSM Camera Original 2.4"" Screen Unlocked CellPhone",36.45,36.45,ree s
4855,Samsung Galaxy On5 2016 (J5 Prime) G5700 Dual SIM 32GB Android 4G LTE SmartPhone,90.66,90.66,ree s
4856,Samsung Galaxy A20 32GB Black 6.4'' (GSM Unlocked) - Grade B+ Good Condition,95.0,95.0,28.86
4857,Samsung Galaxy A10e 32GB SM-A102U Blue - Metro PCS - T-Mobile - Good,57.99,57.99,36.65
4858,VINTAGE SAMSUNG SGH 2100 BLUE RETRO 2200 2400 600 SIM FREE UNLOCKED CELL PHONE,54.0,54.0,16.19
4859,Samsung Galaxy S10+ SM-G975U Verizon Unlocked 128GB Prism White Good Heavy Burn,129.99,129.99,29.90
4860,Samsung SM-S926BZYGEUE?AT - 512GB - Yellow Mobile Phone,1655.95,1655.95,48.61
4861,Samsung Galaxy A22 5G SM-A226B Single SIM A22S Android 64GB 4GB RAM Phone,167.36,167.36,ree s
4862,"Samsung Galaxy A10 A105F/DS A105FN/DS Android Dual SIM 6.2"" 13MP Phone",96.09,96.09,ree s
4863,Samsung Galaxy S21+ 5G SM-G996U Verizon Unlocked 128GB Phantom Black Very Good,269.99,269.99,34.80
4864,Samsung Galaxy S5 SM-G900T - 16GB - Black (T-Mobile) Unlocked Smartphone Grade A,46.78,46.78,27.44
4865,Orbic Myra 5G R678L5 64GB Black Verizon Android LTE WiFi Smartphone GOOD,59.95,59.95,27.83
4866,"Samsung Galaxy A21 SM-A215U 32GB ROM 3GB RAM 6.5"" Unlocked Smartphone-New Sealed",137.0,137.0,30.88
4867,Samsung Galaxy A71 5G SM-A716U 128GB Black Only AT&T Android - Excellent,170.0,170.0,31.08
4868,Samsung Galaxy A21 SM-A215U 32GB Black (Boost Mobile) - Good,105.0,105.0,29.16
4869,Samsung Galaxy S5 Active | SM-G870A | 16GB |Gray | Unlocked All Carriers,44.17,44.17,28.14
4870,Samsung Galaxy S21+ 5G SM-G996U Verizon Unlocked 128GB Phantom Black Very Good,269.99,269.99,34.80
4871,Samsung Galaxy S10E Black 128GB (Unlocked) Smartphone - Grade B+ Good Condition,125.0,125.0,29.75
4872,⚜ Samsung SM-J327A Galaxy J3 4G LTE - 16GB Memory Silver (AT&T)🆕OpenBox,94.99,94.99,21.61
4873,New ListingSamsung Galaxy S22+ 128GB Unlocked AT&T T-Mobile Verizon 100% Very Good 7573306,375.0,375.0,37.12
4874,Samsung Z400 SMARTPHONE FOR SPARES REPAIRS PARTS Unlocked,15.0,15.0,9.50 
4875,"Samsung Galaxy A51 5G UW (Verizon) 6.5"" SM-A516V 128GB 6GB RAM Blue - GOOD",129.0,129.0,30.64
4876,Samsung SCH-U450  Verizon Phone,15.0,15.0,26.50
4877,Samsung Galaxy Z Flip 3 5G  - Unlocked  - Acceptable Condition,209.55,209.55,33.02
4878,Samsung Galaxy S20 5G G981U Sprint Unlocked 128GB Gray Excellent Heavy Burn,139.99,139.99,30.19
4879,"Unlocked Samsung S7562 Galaxy S Duos 4"" 3G 4GB Original 5MP Dual Sim Android GPS",34.99,34.99,ree s
4880,Samsung Galaxy Z Flip 4 5G All Colours & Storage (Unlocked) Smartphone B-Grade,468.31,480.97,37.00
4881,Samsung Galaxy A12 - 32GB - Factory Unlocked - Very Good Condition,129.99,129.99,30.67
4882,Samsung Galaxy Folder SM-G1600 Dual-SIM 8MP Flip Phone 4G LTE Android,77.36,77.36,ree s
4883,Samsung Galaxy S20 Ultra 5G SM-G988U Verizon Unlocked 128GB Cosmic Gray C,229.99,229.99,32.85
4884,Samsung Brightside SCH-U380 - Metallic Black (Verizon) Cellular Phone TF,39.99,39.99,27.24
4885,"SAMSUNG SCH-U650 SWAY Cell Phone SLIDER STYLE  Verizon. For Parts, Not Working",11.4,11.4,32.25
4886,Samsung Galaxy A20 32GB Black 6.4'' (GSM Unlocked) - Grade B+ Good Condition,95.0,95.0,28.86
4887,Samsung SCH U700 - Purple (Verizon) Cellular Phone Flip Phone Sold As-Is,19.99,19.99,26.65
4888,Samsung Galaxy S10 128GB Flamingo Pink T-Mobile - Good Condition,99.99,99.99,29.01
4889,"Samsung SGH A237, BLUE (AT&T) Used!",28.99,28.99,26.92
4890,USED *Samsung Galaxy Z Flip 3 5G -128GB- F711U-Black-US cellular Locked,289.99,289.99,34.62
4891,Samsung Galaxy Express i8730 Original 3G 8GB ROM 1GB RAM Dual Core Unlocked WIFI,66.02,66.02,ree s
4892,Samsung Galaxy S23 Ultra SM-S918U 256GB Verizon Unlocked (Black) - Excellent,849.99,849.99,51.91
4893,Samsung Omnia SCH-I910 Verizon Black AS IS For Parts ONLY,22.88,22.88,37.61
4894,Samsung Galaxy S7 32GB Rose Gold SM-G930A PERFECT SCREEN. No Image Burn!!!,45.0,45.0,38.91
4895,Samsung Galaxy S5 SM-G900T - 16GB - Black (T-Mobile) Unlocked Smartphone Grade A,46.78,46.78,27.44
4896,Samsung Galaxy S21 5G Duos SM-G991U 128GB AT&T,304.99,304.99,35.06
4897,New ListingSamsung Galaxy S22 5G 128GB Unlocked AT&T T-Mobile Verizon 100% batt! 7573327,290.0,290.0,34.62
4898,"Wi-Fi Samsung Galaxy S4 mini i9195 GPS 8MP 1.5GB RAM 8GB ROM 4.3"" 4G LTE",68.66,68.66,ree s
4899,Samsung Galaxy S23 5G SM-S911U 128GB 50MP Fully Unlocked Smartphone Very Good,483.99,492.99,41.11
4900,SAMSUNG SGH U600 CELL PHONE,16.19,16.19,16.19
4901,Samsung Galaxy J3 Emerge SM-J327P 16GB Silver- AS IS for Parts,16.99,16.99,32.56
4902,Lot of 7 Phones - Motorola Cricket Samsung Alcatel Schuk  **FOR PARTS**,35.0,35.0,63.74
4903,"Android Samsung Galaxy S2 SII i9100 3G Wifi Original Unlocked 4.3"" 16GB 8.0MP",50.66,50.66,ree s
4904,Samsung Galaxy A10 (SM-A105M/DS) 32GB (GSM Unlocked) Dual SIM Smartphone - K1305,63.99,63.99,27.95
4905,EXCELLENT Samsung Galaxy A14 5G SM-A146U 64GB Black Unlocked,149.95,149.95,30.49
4906,Samsung Galaxy A20s A207 SM-A207F Dual SIM 32GB ROM 3GB RAM Original Phone,111.23,111.23,ree s
4907,Android Samsung Galaxy A50 SM-A505F Original 4GB RAM 64GB ROM Phone,137.66,137.66,ree s
4908,Samsung Galaxy A02s SM-A025U Single SIM 2GB RAM 32GB ROM Unlocked Phone,94.42,94.42,ree s
4909,Samsung Galaxy S20 FE 5G SM-G781U - 128GB - Cloud Navy (T-Mobile),199.0,199.0,52.69
4910,Samsung Galaxy S20+ 5G SM-G986U 128GB Aura Blue Unlocked Shadows Excellent,169.96,169.96,31.08
4911,"TESTED GOOD Samsung Factor (Boost Mobile) 3G Smartphone SPH-M260 - Silver, 128MB",24.0,24.0,26.77
4912,Samsung Galaxy S10e G970 128GB Unlocked Smartphone Prism Black,128.0,128.0,29.84
4913,Samsung Galaxy S10+ Sprint AT&T T-Mobile Verizon Unlocked Screen Excellent- SR,169.95,169.95,31.08
4914,Samsung Galaxy A01e A102U - 16GB - Black (Boost) (Single SIM),39.95,39.95,27.24
4915,"Samsung Galaxy S7 SM-G930T (T-Mobile) Smartphone 4G LTE Blue, 32GB - For Parts",32.99,32.99,24.16
4916,Samsung Galaxy A30 (SM-A305G/DS) 32GB (GSM Unlocked) Dual SIM Smartphone - K8359,88.99,88.99,28.69
4917,Samsung Galaxy A42 5G SM-A426U SM-A426B/DS 128GB Unlocked Smartphone-New Sealed,183.0,203.0,ree s
4918,Samsung Galaxy S20 FE 5G SM-G781U - 128GB - Cloud Navy (T-Mobile),199.0,199.0,52.69
4919,Samsung Galaxy S20+ 5G SM-G986U 128GB Aura Blue Unlocked Shadows Excellent,169.96,169.96,31.08
4920,"TESTED GOOD Samsung Factor (Boost Mobile) 3G Smartphone SPH-M260 - Silver, 128MB",24.0,24.0,26.77
4921,READ RARE@ Samsung SGH T719 (T-Mobile) Cell Phone Fast Ship Silver Vintage Works,199.88,199.88,31.96
4922,G715 Dual SIM Samsung Galaxy Xcover Pro SM-G715FN/DS 64GB ROM 4GB Phone Android,155.11,155.11,ree s
4923,Samsung SPH M220 -Dark Blue (Sprint) Flip Phone Cellular Phone,89.97,89.97,28.72
4924,Samsung Galaxy A51 A515U Factory Unlocked 128GB Black Very Good Light Burn,99.99,99.99,29.78
4925,Samsung SGH T245G - Black (TracFone) Cellular Phone Unused,29.99,29.99,32.97
4926,Samsung Galaxy A20 SM-A205U1 Verizon Unlocked 32GB Black Very Good,89.99,89.99,28.72
4927,"B Unlocked Samsung Galaxy A11 32GB 2GB RAM 6.4"" Black Smartphone",127.0,127.0,ree s
4928,🌟🌟NEW SAMSUNG GALAXY S215G SM-G991U1 128GB-FACTORY UNLOCKED SMARTPHONES🌟🌟,349.99,419.99,36.39
4929,Samsung Galaxy S10 Lite (SM-G770F) 128GB (Unlocked) Smartphone Poor Condition,119.99,119.99,29.60
4930,Samsung Galaxy Note 10+ SM-N975U Sprint Unlocked 256GB White Very Good,289.99,289.99,34.62
4931,Samsung Galaxy J7 V (SM-J737VPP) 16GB (Verizon) CRACKED Clean Verizon IMEI 61551,34.99,34.99,27.09
4932,Verizon Samsung SCH-I110 Black Cell Phone Smartphone,20.0,20.0,33.32
4933,"Samsung Galaxy A20 SM-A205U 32GB ROM 3GB RAM 6.4"" Unlocked Smartphone-New Sealed",106.0,106.0,ree s
4934,VERIZON Samsung Galaxy A12 (SM-A125U) 32GB Black Smartphone - Good,89.0,89.0,29.46
4935,SAMSUNG SGH E700 CELL PHONE,10.79,10.79,16.19
4936,"Samsung SGH-M310 Flip Mobile Phone WORKING, *SEE DESCRIPTION",12.0,12.0,13.00
4937,Samsung Galaxy S23 5G SM-S911U 128GB 50MP Fully Unlocked Smartphone Very Good,483.99,492.99,41.38
4938,Samsung SGH X680 GSM Mobile Cell Phone. Charger included (locked),23.76,23.76,32.41
4939,Samsung Galaxy S10+ G975U1 Factory Unlocked 128GB Blue Very Good Medium Burn,159.99,159.99,30.78
4940,For Samsung Galaxy Note 9 Full Curved Tempered Glass LCD Screen Protector Clear,7.58,7.58,12.66
4941,Verizon Samsung Brightside SCH-U380-3MP Camera,14.0,14.0,26.47
4942,DEFECTIVE - Samsung Galaxy S20 5G - 128GB - Gray - GSM Unlocked -SM-G981U - 3982,139.99,139.99,30.19
4943,Unlocked Samsung Galaxy Mega Duos I9152 Daul SIM 5.8''SmartPhone--New In box,59.0,59.0,ree s
4944,Samsung Galaxy S10+ SM-G975U Verizon Unlocked 128GB Prism Blue C Heavy Burn,139.99,139.99,30.19
4945,Samsung Captivate SGH-I897 Galaxy S - 16GB - Black (AT&T) #2 *read description *,40.99,40.99,28.04
4946,"Samsung Galaxy A10 A105F/DS A105FN/DS Dual SIM 6.2"" 13MP Android Phone",95.94,95.94,ree s
4947,Samsung SCH U430 - Silver (Verizon) Cellular Phone Fast Shipping Tested Works,15.41,15.41,32.18
4948,Samsung Instinct SPH-M800 - Black (Sprint) Cellular Phone,44.95,44.95,162.0
4949,Samsung Galaxy S23 Ultra SM-S918U 256GB Verizon Unlocked (Black) - Excellent,849.99,849.99,51.91
4950,SAMSUNG SM-A236U (MMP000475),119.99,119.99,45.60
4951,Samsung Galaxy S21 5G G991U T-Mobile Unlocked 128GB Gray Good Heavy Burn,179.99,179.99,31.37
4952,95% N E W SAMSUNG GALAXY ON7 SM-G6000 Unlocked 4G LET Smartphone Tested  Good,71.0,71.0,ree s
4953,Samsung Jitterbug SPH-A120 Graphite,16.99,16.99,72.40
4954,SAMSUNG SGH E710 CELL PHONE,7.55,7.55,16.19
4955,"New ListingOrbic Myra R678L5, 64GB, Verizon Lock, Black, Good Condition:EE287",39.0,39.0,27.98
4956,Samsung Galaxy S10+ SM-G975U1 Factory unlocked Unlocked 128GB Prism Black C,159.99,159.99,30.78
4957,Samsung Galaxy S20 5G G981U Sprint Unlocked 128GB Gray Very Good Heavy Burn,139.99,139.99,30.19
4958,Samsung Galaxy J7 Refine SM-J737P Sprint Unlocked 32GB Gold C,45.0,45.0,27.39
4959,Samsung Galaxy A13 5G A136U 4GB/64GB Original Android 4G LTE Smartphone,130.65,130.65,ree s
4960,Samsung Galaxy S10 SM-G973U 128GB+6GB Factory Unlocked Smartphone - New Sealed,265.0,265.0,ree s
4961,Samsung Galaxy A10e SM-A102U1 32GB+2GB 8MP Unlocked Smartphone- New Unopened,90.0,90.0,ree s
4962,Samsung Galaxy S21 FE 5G - 128GB - Graphite,237.64,237.64, 
4963,Factory Unlocked Samsung Galaxy A03S (SM-A037U) 32GB Black - Excellent,105.0,105.0,29.16
4964,Samsung Galaxy S8 G950U 64GB  Unlocked,99.0,99.0,28.98
4965,Samsung Galaxy S4 SGH-M919 - 16 GB - White (T-Mobile) Smartphone With Otterbox,43.28,43.28,28.11
4966,Samsung Galaxy Grand 2 G7102 Dual Sim Cards TouchScreen Original Quad-core,70.52,70.52,ree s
4967,"Samsung Xcover 2 C3350 2.2"" 2.0MP Phone",52.24,52.24,18.00
4968,Samsung Galaxy Z Flip 3 5G SM-F711U Verizon Unlocked 128GB Green C Crease,169.99,169.99,31.08
4969,Original SAMSUNG GALAXY YOUNG S6310 3G Wifi 3MP 4GB Mobile phone Android 3.0'',44.44,44.44,18.00
4970,"New ListingOrbic Myra R678L5, 64GB, Verizon Lock, Black, Good Condition:EE287",39.0,39.0,27.98
4971,Samsung Galaxy S5 SM-G900V 16GB Verizon CDMA Unlocked Smartphone Black,49.48,49.48,39.89
4972,New ListingSamsung Galaxy S21 5G SM-G991U 256GB Unlocked AT&T T-Mobile Verizon GSM 7571932,201.0,201.0,31.99
4973,Samsung Galaxy S20 5G G981U Sprint Unlocked 128GB Gray Very Good Heavy Burn,139.99,139.99,30.19
4974,"Android Samsung Galaxy S2 SII i9100 3G Wifi Original Unlocked 4.3"" 16GB 8.0MP",50.66,50.66,ree s
4975,"2 Samsung Mobile Phone GT-55230 & SGH-F480 WORKING,  *SEE DESCRIPTION",29.0,29.0,18.50
4976,Samsung Galaxy Z Flip 3 5G 128GB(SM-F711U) - Verizon Unlocked - Fully Functional,229.95,229.95,32.85
4977,Samsung Galaxy Xcover 5 SM-G525F/DS Dual SIM 64GB Unlocked Smartphone-New Sealed,159.0,159.0,ree s
4978,3G Samsung Xcover 271 B2710 2.0MP Camera Keyboard UMTS 900 / 2100 Phone,59.36,59.36,ree s
4979,New ListingSamsung Galaxy S22+ 5G 128GB Unlocked AT&T T-Mobile Verizon Very Good 7573111,370.0,370.0,36.98
4980,Samsung Galaxy A10 SM-A105G/DS Dual Sim 32GB ROM Smartphone 4G LTE Original,95.2,95.2,ree s
4981,SAMSUNG SGH D830 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,86.41,86.41,16.19
4982,"Samsung Galaxy S20 FE 5G UW 128GB 6.5"" SM-G781 Cloud Red (Verizon Only) - Good",149.0,149.0,30.46
4983,Samsung Impression SGH-A877 - Blue ( AT&T ) Cellular Slider Phone,19.99,19.99,34.41
4984,Sony Ericcson Walkman W205a  Samsung SCH-U460 (Verizon) Read description please,25.0,25.0,26.80
4985,Samsung Galaxy A32 5G SM-A326B/DS 64GB Unlocked All Colours Very Good Condition,158.21,158.21,27.83
4986,Samsung Galaxy S20+ 5G G986U Factory Unlocked 128GB Black Excellent Medium Burn,179.99,179.99,31.37
4987,Samsung GzOne - C771 - 1 GB - Black (Verizon - Locked) (a00827),15.0,15.0,26.50
4988,Dual SIM Samsung Galaxy A20 SM-A205GN/DS 3GB RAM 32GB ROM Android Phone,108.93,108.93,ree s
4989,"Samsung Galaxy A11 4G SM-A115F/DS Dual SIM 13.0MP 6.4"" 2GB RAM 32GB ROM Phone",108.36,108.36,ree s
4990,Samsung Galaxy S20 5G 128GB G981UW Unlocked with LCD Shadows - Excellent,175.99,175.99,31.25
4991,Samsung Galaxy S6 32GB / 3GB Gold Platinum Android Smartphone G920F,92.84,92.84,37.81
4992,Samsung Captivate SGH-I897 Galaxy S - 16GB - Black (AT&T) #2 *read description *,40.99,40.99,28.04
4993,Samsung Galaxy A11 SM-A115U 32GB Black Unlocked T-Mobile AT&T  Verizon - Good,80.0,89.0,28.42
4994,"6  Android Phones For Parts Only LG,Samsung,ZTE,and More",30.0,30.0,41.32
4995,For Samsung Galaxy S21 5G Heavy Duty Shockproof Case Cover,11.39,11.39,26.40
4996,"Samsung Galaxy M12 M127F/DS 4/64GB 6.6"" Exynos 850 Fast charging 15W CN FREESHIP",230.11,230.11,42.00
4997,Samsung Galaxy A32 5G - 64GB - Awesome Black (T-Mobile) (Single SIM),99.0,99.0,37.75
4998,Samsung Galaxy S4 i337 16GB WHITE (at&t Unlocked),45.99,45.99,20.16
4999,Samsung Galaxy A20 SM-A205U (USA) 3GB RAM 32GB ROM Phone Black Android,97.77,97.77,ree s
5000,Lot of 14 Defective Stripped Samsung Galaxy S7 Edge 32GB Silver SM-G935U,124.99,124.99,29.75
5001,Samsung Galaxy S21 5G SM-G991U - 128/256GB - All Carriers - FAIR,164.31,194.09,30.91
5002,Samsung Galaxy Express (AT&T) 4G LTE Smartphone Black SGH-I437 READ DESCRIPTION,30.34,30.34,25.75
5003,Samsung Galaxy Avant J3 SM-J320P - 16GB - Gold,44.67,44.67,28.15
5004,New ListingSamsung Galaxy Note 20 Ultra 5G SM-N986U 128GB Unlocked AT&T T-Mobile 7566642,381.0,381.0,38.07
5005,(Verizon) Wireless Samsung Intensity SCH-U450 Slider Cell Phone,94.88,94.88,36.81
5006,Samsung model SM-J327P for parts not working,13.5,13.5,34.41
5007,Samsung Galaxy A20 SM-A205GN/DS Dual SIM Android 32GB ROM 3GB RAM Phone,109.33,109.33,ree s
5008,Samsung Galaxy Note 4 (SM-N910V) 32GB (Verizon) Smartphone - Clean IMEI - 61522,49.99,49.99,27.54
5009,Samsung Galaxy S10 SM-G973U 128GB+6GB Factory Unlocked Smartphone - New Sealed,264.0,264.0,ree s
5010,Samsung Galaxy S8 G950U 64GB  Unlocked,99.0,99.0,28.98
5011,9d Screen Protector For Samsung Galaxy S23 S22 S21 Tempered Glass Gorilla Cover,6.32,10.11,12.66
5012,🌟🌟NEW SAMSUNG GALAXY S215G SM-G991U1 128GB-FACTORY UNLOCKED SMARTPHONES🌟🌟,349.99,419.99,36.39
5013,Samsung SM-A136DL PrePaid Family Mobile Galaxy A13 5G SM-A136U - 64GB - Black,78.21,78.21,72.05
5014,"LOT OF of Untested Cell Phones, Various Models, AS-IS for Parts Only",89.99,89.99,51.77
